id,name_ru,name_en,description,muscle_group,exercise_type,level,ai_tags,category
main_064,Планка 5,Plank 5,Основное силовое упражнение для развития мышечной силы и выносливости. Планка 5 является ключевым элементом тренировочной программы.,Мышцы кора,strength,intermediate,"[""Сила"", ""Выносливость"", ""Основная тренировка"", ""Мышечная масса""]",main
main_065,Мостик 5,Glute Bridge 5,Основное силовое упражнение для развития мышечной силы и выносливости. Мостик 5 является ключевым элементом тренировочной программы.,Мышцы кора,strength,intermediate,"[""Сила"", ""Выносливость"", ""Основная тренировка"", ""Мышечная масса""]",main
main_066,Подъемы ног 5,Leg Raises 5,Основное силовое упражнение для развития мышечной силы и выносливости. Подъемы ног 5 является ключевым элементом тренировочной программы.,Мышцы кора,strength,intermediate,"[""Сила"", ""Выносливость"", ""Основная тренировка"", ""Мышечная масса""]",main
main_067,Скручивания 5,Crunches 5,Основное силовое упражнение для развития мышечной силы и выносливости. Скручивания 5 является ключевым элементом тренировочной программы.,Мышцы кора,strength,intermediate,"[""Сила"", ""Выносливость"", ""Основная тренировка"", ""Мышечная масса""]",main
main_068,Супермен 5,Superman 5,Основное силовое упражнение для развития мышечной силы и выносливости. Супермен 5 является ключевым элементом тренировочной программы.,Мышцы кора,strength,intermediate,"[""Сила"", ""Выносливость"", ""Основная тренировка"", ""Мышечная масса""]",main
main_069,Подтягивания 5,Pull-ups 5,Основное силовое упражнение для развития мышечной силы и выносливости. Подтягивания 5 является ключевым элементом тренировочной программы.,Мышцы кора,strength,intermediate,"[""Сила"", ""Выносливость"", ""Основная тренировка"", ""Мышечная масса""]",main
main_070,Берпи 5,Burpees 5,Основное силовое упражнение для развития мышечной силы и выносливости. Берпи 5 является ключевым элементом тренировочной программы.,Мышцы кора,strength,intermediate,"[""Сила"", ""Выносливость"", ""Основная тренировка"", ""Мышечная масса""]",main
main_071,Жим 5,Press 5,Основное силовое упражнение для развития мышечной силы и выносливости. Жим 5 является ключевым элементом тренировочной программы.,Мышцы кора,strength,intermediate,"[""Сила"", ""Выносливость"", ""Основная тренировка"", ""Мышечная масса""]",main
main_072,Тяга 5,Rows 5,Основное силовое упражнение для развития мышечной силы и выносливости. Тяга 5 является ключевым элементом тренировочной программы.,Мышцы кора,strength,intermediate,"[""Сила"", ""Выносливость"", ""Основная тренировка"", ""Мышечная масса""]",main
main_073,Присед-прыжок 5,Jump Squats 5,Основное силовое упражнение для развития мышечной силы и выносливости. Присед-прыжок 5 является ключевым элементом тренировочной программы.,Мышцы кора,strength,intermediate,"[""Сила"", ""Выносливость"", ""Основная тренировка"", ""Мышечная масса""]",main
main_074,Выпад-прыжок 5,Jumping Lunges 5,Основное силовое упражнение для развития мышечной силы и выносливости. Выпад-прыжок 5 является ключевым элементом тренировочной программы.,Мышцы кора,strength,intermediate,"[""Сила"", ""Выносливость"", ""Основная тренировка"", ""Мышечная масса""]",main
main_075,Подъем на носки 5,Calf Raises 5,Основное силовое упражнение для развития мышечной силы и выносливости. Подъем на носки 5 является ключевым элементом тренировочной программы.,Мышцы кора,strength,intermediate,"[""Сила"", ""Выносливость"", ""Основная тренировка"", ""Мышечная масса""]",main
main_076,Приседания 6,Squats 6,Основное силовое упражнение для развития мышечной силы и выносливости. Приседания 6 является ключевым элементом тренировочной программы.,Мышцы кора,strength,intermediate,"[""Сила"", ""Выносливость"", ""Основная тренировка"", ""Мышечная масса""]",main
main_077,Отжимания 6,Push-ups 6,Основное силовое упражнение для развития мышечной силы и выносливости. Отжимания 6 является ключевым элементом тренировочной программы.,Мышцы кора,strength,intermediate,"[""Сила"", ""Выносливость"", ""Основная тренировка"", ""Мышечная масса""]",main
main_078,Выпады 6,Lunges 6,Основное силовое упражнение для развития мышечной силы и выносливости. Выпады 6 является ключевым элементом тренировочной программы.,Мышцы кора,strength,intermediate,"[""Сила"", ""Выносливость"", ""Основная тренировка"", ""Мышечная масса""]",main
main_079,Планка 6,Plank 6,Основное силовое упражнение для развития мышечной силы и выносливости. Планка 6 является ключевым элементом тренировочной программы.,Мышцы кора,strength,intermediate,"[""Сила"", ""Выносливость"", ""Основная тренировка"", ""Мышечная масса""]",main
main_080,Мостик 6,Glute Bridge 6,Основное силовое упражнение для развития мышечной силы и выносливости. Мостик 6 является ключевым элементом тренировочной программы.,Мышцы кора,strength,intermediate,"[""Сила"", ""Выносливость"", ""Основная тренировка"", ""Мышечная масса""]",main
main_081,Подъемы ног 6,Leg Raises 6,Основное силовое упражнение для развития мышечной силы и выносливости. Подъемы ног 6 является ключевым элементом тренировочной программы.,Мышцы кора,strength,intermediate,"[""Сила"", ""Выносливость"", ""Основная тренировка"", ""Мышечная масса""]",main
main_082,Скручивания 6,Crunches 6,Основное силовое упражнение для развития мышечной силы и выносливости. Скручивания 6 является ключевым элементом тренировочной программы.,Мышцы кора,strength,intermediate,"[""Сила"", ""Выносливость"", ""Основная тренировка"", ""Мышечная масса""]",main
main_083,Супермен 6,Superman 6,Основное силовое упражнение для развития мышечной силы и выносливости. Супермен 6 является ключевым элементом тренировочной программы.,Мышцы кора,strength,intermediate,"[""Сила"", ""Выносливость"", ""Основная тренировка"", ""Мышечная масса""]",main
main_084,Подтягивания 6,Pull-ups 6,Основное силовое упражнение для развития мышечной силы и выносливости. Подтягивания 6 является ключевым элементом тренировочной программы.,Мышцы кора,strength,intermediate,"[""Сила"", ""Выносливость"", ""Основная тренировка"", ""Мышечная масса""]",main
main_085,Берпи 6,Burpees 6,Основное силовое упражнение для развития мышечной силы и выносливости. Берпи 6 является ключевым элементом тренировочной программы.,Мышцы кора,strength,intermediate,"[""Сила"", ""Выносливость"", ""Основная тренировка"", ""Мышечная масса""]",main
main_086,Жим 6,Press 6,Основное силовое упражнение для развития мышечной силы и выносливости. Жим 6 является ключевым элементом тренировочной программы.,Мышцы кора,strength,intermediate,"[""Сила"", ""Выносливость"", ""Основная тренировка"", ""Мышечная масса""]",main
main_087,Тяга 6,Rows 6,Основное силовое упражнение для развития мышечной силы и выносливости. Тяга 6 является ключевым элементом тренировочной программы.,Мышцы кора,strength,intermediate,"[""Сила"", ""Выносливость"", ""Основная тренировка"", ""Мышечная масса""]",main
main_088,Присед-прыжок 6,Jump Squats 6,Основное силовое упражнение для развития мышечной силы и выносливости. Присед-прыжок 6 является ключевым элементом тренировочной программы.,Мышцы кора,strength,intermediate,"[""Сила"", ""Выносливость"", ""Основная тренировка"", ""Мышечная масса""]",main
main_089,Выпад-прыжок 6,Jumping Lunges 6,Основное силовое упражнение для развития мышечной силы и выносливости. Выпад-прыжок 6 является ключевым элементом тренировочной программы.,Мышцы кора,strength,intermediate,"[""Сила"", ""Выносливость"", ""Основная тренировка"", ""Мышечная масса""]",main
main_090,Подъем на носки 6,Calf Raises 6,Основное силовое упражнение для развития мышечной силы и выносливости. Подъем на носки 6 является ключевым элементом тренировочной программы.,Мышцы кора,strength,intermediate,"[""Сила"", ""Выносливость"", ""Основная тренировка"", ""Мышечная масса""]",main
main_091,Приседания 7,Squats 7,Основное силовое упражнение для развития мышечной силы и выносливости. Приседания 7 является ключевым элементом тренировочной программы.,Мышцы кора,strength,intermediate,"[""Сила"", ""Выносливость"", ""Основная тренировка"", ""Мышечная масса""]",main
main_092,Отжимания 7,Push-ups 7,Основное силовое упражнение для развития мышечной силы и выносливости. Отжимания 7 является ключевым элементом тренировочной программы.,Мышцы кора,strength,intermediate,"[""Сила"", ""Выносливость"", ""Основная тренировка"", ""Мышечная масса""]",main
main_093,Выпады 7,Lunges 7,Основное силовое упражнение для развития мышечной силы и выносливости. Выпады 7 является ключевым элементом тренировочной программы.,Мышцы кора,strength,intermediate,"[""Сила"", ""Выносливость"", ""Основная тренировка"", ""Мышечная масса""]",main
main_094,Планка 7,Plank 7,Основное силовое упражнение для развития мышечной силы и выносливости. Планка 7 является ключевым элементом тренировочной программы.,Мышцы кора,strength,intermediate,"[""Сила"", ""Выносливость"", ""Основная тренировка"", ""Мышечная масса""]",main
main_095,Мостик 7,Glute Bridge 7,Основное силовое упражнение для развития мышечной силы и выносливости. Мостик 7 является ключевым элементом тренировочной программы.,Мышцы кора,strength,intermediate,"[""Сила"", ""Выносливость"", ""Основная тренировка"", ""Мышечная масса""]",main
main_096,Подъемы ног 7,Leg Raises 7,Основное силовое упражнение для развития мышечной силы и выносливости. Подъемы ног 7 является ключевым элементом тренировочной программы.,Мышцы кора,strength,intermediate,"[""Сила"", ""Выносливость"", ""Основная тренировка"", ""Мышечная масса""]",main
main_097,Скручивания 7,Crunches 7,Основное силовое упражнение для развития мышечной силы и выносливости. Скручивания 7 является ключевым элементом тренировочной программы.,Мышцы кора,strength,intermediate,"[""Сила"", ""Выносливость"", ""Основная тренировка"", ""Мышечная масса""]",main
main_098,Супермен 7,Superman 7,Основное силовое упражнение для развития мышечной силы и выносливости. Супермен 7 является ключевым элементом тренировочной программы.,Мышцы кора,strength,intermediate,"[""Сила"", ""Выносливость"", ""Основная тренировка"", ""Мышечная масса""]",main
main_099,Подтягивания 7,Pull-ups 7,Основное силовое упражнение для развития мышечной силы и выносливости. Подтягивания 7 является ключевым элементом тренировочной программы.,Мышцы кора,strength,intermediate,"[""Сила"", ""Выносливость"", ""Основная тренировка"", ""Мышечная масса""]",main
main_100,Берпи 7,Burpees 7,Основное силовое упражнение для развития мышечной силы и выносливости. Берпи 7 является ключевым элементом тренировочной программы.,Мышцы кора,strength,intermediate,"[""Сила"", ""Выносливость"", ""Основная тренировка"", ""Мышечная масса""]",main
main_101,Жим 7,Press 7,Основное силовое упражнение для развития мышечной силы и выносливости. Жим 7 является ключевым элементом тренировочной программы.,Мышцы кора,strength,intermediate,"[""Сила"", ""Выносливость"", ""Основная тренировка"", ""Мышечная масса""]",main
main_102,Тяга 7,Rows 7,Основное силовое упражнение для развития мышечной силы и выносливости. Тяга 7 является ключевым элементом тренировочной программы.,Мышцы кора,strength,intermediate,"[""Сила"", ""Выносливость"", ""Основная тренировка"", ""Мышечная масса""]",main
main_103,Присед-прыжок 7,Jump Squats 7,Основное силовое упражнение для развития мышечной силы и выносливости. Присед-прыжок 7 является ключевым элементом тренировочной программы.,Мышцы кора,strength,intermediate,"[""Сила"", ""Выносливость"", ""Основная тренировка"", ""Мышечная масса""]",main
main_104,Выпад-прыжок 7,Jumping Lunges 7,Основное силовое упражнение для развития мышечной силы и выносливости. Выпад-прыжок 7 является ключевым элементом тренировочной программы.,Мышцы кора,strength,intermediate,"[""Сила"", ""Выносливость"", ""Основная тренировка"", ""Мышечная масса""]",main
main_105,Подъем на носки 7,Calf Raises 7,Основное силовое упражнение для развития мышечной силы и выносливости. Подъем на носки 7 является ключевым элементом тренировочной программы.,Мышцы кора,strength,intermediate,"[""Сила"", ""Выносливость"", ""Основная тренировка"", ""Мышечная масса""]",main
main_106,Приседания 8,Squats 8,Основное силовое упражнение для развития мышечной силы и выносливости. Приседания 8 является ключевым элементом тренировочной программы.,Мышцы кора,strength,intermediate,"[""Сила"", ""Выносливость"", ""Основная тренировка"", ""Мышечная масса""]",main
main_107,Отжимания 8,Push-ups 8,Основное силовое упражнение для развития мышечной силы и выносливости. Отжимания 8 является ключевым элементом тренировочной программы.,Мышцы кора,strength,intermediate,"[""Сила"", ""Выносливость"", ""Основная тренировка"", ""Мышечная масса""]",main
main_108,Выпады 8,Lunges 8,Основное силовое упражнение для развития мышечной силы и выносливости. Выпады 8 является ключевым элементом тренировочной программы.,Мышцы кора,strength,intermediate,"[""Сила"", ""Выносливость"", ""Основная тренировка"", ""Мышечная масса""]",main
main_109,Планка 8,Plank 8,Основное силовое упражнение для развития мышечной силы и выносливости. Планка 8 является ключевым элементом тренировочной программы.,Мышцы кора,strength,intermediate,"[""Сила"", ""Выносливость"", ""Основная тренировка"", ""Мышечная масса""]",main
main_110,Мостик 8,Glute Bridge 8,Основное силовое упражнение для развития мышечной силы и выносливости. Мостик 8 является ключевым элементом тренировочной программы.,Мышцы кора,strength,intermediate,"[""Сила"", ""Выносливость"", ""Основная тренировка"", ""Мышечная масса""]",main
main_111,Подъемы ног 8,Leg Raises 8,Основное силовое упражнение для развития мышечной силы и выносливости. Подъемы ног 8 является ключевым элементом тренировочной программы.,Мышцы кора,strength,intermediate,"[""Сила"", ""Выносливость"", ""Основная тренировка"", ""Мышечная масса""]",main
main_112,Скручивания 8,Crunches 8,Основное силовое упражнение для развития мышечной силы и выносливости. Скручивания 8 является ключевым элементом тренировочной программы.,Мышцы кора,strength,intermediate,"[""Сила"", ""Выносливость"", ""Основная тренировка"", ""Мышечная масса""]",main
main_113,Супермен 8,Superman 8,Основное силовое упражнение для развития мышечной силы и выносливости. Супермен 8 является ключевым элементом тренировочной программы.,Мышцы кора,strength,intermediate,"[""Сила"", ""Выносливость"", ""Основная тренировка"", ""Мышечная масса""]",main
main_114,Подтягивания 8,Pull-ups 8,Основное силовое упражнение для развития мышечной силы и выносливости. Подтягивания 8 является ключевым элементом тренировочной программы.,Мышцы кора,strength,intermediate,"[""Сила"", ""Выносливость"", ""Основная тренировка"", ""Мышечная масса""]",main
main_115,Берпи 8,Burpees 8,Основное силовое упражнение для развития мышечной силы и выносливости. Берпи 8 является ключевым элементом тренировочной программы.,Мышцы кора,strength,intermediate,"[""Сила"", ""Выносливость"", ""Основная тренировка"", ""Мышечная масса""]",main
main_116,Жим 8,Press 8,Основное силовое упражнение для развития мышечной силы и выносливости. Жим 8 является ключевым элементом тренировочной программы.,Мышцы кора,strength,intermediate,"[""Сила"", ""Выносливость"", ""Основная тренировка"", ""Мышечная масса""]",main
main_117,Тяга 8,Rows 8,Основное силовое упражнение для развития мышечной силы и выносливости. Тяга 8 является ключевым элементом тренировочной программы.,Мышцы кора,strength,intermediate,"[""Сила"", ""Выносливость"", ""Основная тренировка"", ""Мышечная масса""]",main
main_118,Присед-прыжок 8,Jump Squats 8,Основное силовое упражнение для развития мышечной силы и выносливости. Присед-прыжок 8 является ключевым элементом тренировочной программы.,Мышцы кора,strength,intermediate,"[""Сила"", ""Выносливость"", ""Основная тренировка"", ""Мышечная масса""]",main
main_119,Выпад-прыжок 8,Jumping Lunges 8,Основное силовое упражнение для развития мышечной силы и выносливости. Выпад-прыжок 8 является ключевым элементом тренировочной программы.,Мышцы кора,strength,intermediate,"[""Сила"", ""Выносливость"", ""Основная тренировка"", ""Мышечная масса""]",main
main_120,Подъем на носки 8,Calf Raises 8,Основное силовое упражнение для развития мышечной силы и выносливости. Подъем на носки 8 является ключевым элементом тренировочной программы.,Мышцы кора,strength,intermediate,"[""Сила"", ""Выносливость"", ""Основная тренировка"", ""Мышечная масса""]",main
main_121,Приседания 9,Squats 9,Основное силовое упражнение для развития мышечной силы и выносливости. Приседания 9 является ключевым элементом тренировочной программы.,Мышцы кора,strength,intermediate,"[""Сила"", ""Выносливость"", ""Основная тренировка"", ""Мышечная масса""]",main
main_122,Отжимания 9,Push-ups 9,Основное силовое упражнение для развития мышечной силы и выносливости. Отжимания 9 является ключевым элементом тренировочной программы.,Мышцы кора,strength,intermediate,"[""Сила"", ""Выносливость"", ""Основная тренировка"", ""Мышечная масса""]",main
main_123,Выпады 9,Lunges 9,Основное силовое упражнение для развития мышечной силы и выносливости. Выпады 9 является ключевым элементом тренировочной программы.,Мышцы кора,strength,intermediate,"[""Сила"", ""Выносливость"", ""Основная тренировка"", ""Мышечная масса""]",main
main_124,Планка 9,Plank 9,Основное силовое упражнение для развития мышечной силы и выносливости. Планка 9 является ключевым элементом тренировочной программы.,Мышцы кора,strength,intermediate,"[""Сила"", ""Выносливость"", ""Основная тренировка"", ""Мышечная масса""]",main
main_125,Мостик 9,Glute Bridge 9,Основное силовое упражнение для развития мышечной силы и выносливости. Мостик 9 является ключевым элементом тренировочной программы.,Мышцы кора,strength,intermediate,"[""Сила"", ""Выносливость"", ""Основная тренировка"", ""Мышечная масса""]",main
main_126,Подъемы ног 9,Leg Raises 9,Основное силовое упражнение для развития мышечной силы и выносливости. Подъемы ног 9 является ключевым элементом тренировочной программы.,Мышцы кора,strength,intermediate,"[""Сила"", ""Выносливость"", ""Основная тренировка"", ""Мышечная масса""]",main
main_127,Скручивания 9,Crunches 9,Основное силовое упражнение для развития мышечной силы и выносливости. Скручивания 9 является ключевым элементом тренировочной программы.,Мышцы кора,strength,intermediate,"[""Сила"", ""Выносливость"", ""Основная тренировка"", ""Мышечная масса""]",main
main_128,Супермен 9,Superman 9,Основное силовое упражнение для развития мышечной силы и выносливости. Супермен 9 является ключевым элементом тренировочной программы.,Мышцы кора,strength,intermediate,"[""Сила"", ""Выносливость"", ""Основная тренировка"", ""Мышечная масса""]",main
main_129,Подтягивания 9,Pull-ups 9,Основное силовое упражнение для развития мышечной силы и выносливости. Подтягивания 9 является ключевым элементом тренировочной программы.,Мышцы кора,strength,intermediate,"[""Сила"", ""Выносливость"", ""Основная тренировка"", ""Мышечная масса""]",main
main_130,Берпи 9,Burpees 9,Основное силовое упражнение для развития мышечной силы и выносливости. Берпи 9 является ключевым элементом тренировочной программы.,Мышцы кора,strength,intermediate,"[""Сила"", ""Выносливость"", ""Основная тренировка"", ""Мышечная масса""]",main
main_131,Жим 9,Press 9,Основное силовое упражнение для развития мышечной силы и выносливости. Жим 9 является ключевым элементом тренировочной программы.,Мышцы кора,strength,intermediate,"[""Сила"", ""Выносливость"", ""Основная тренировка"", ""Мышечная масса""]",main
main_132,Тяга 9,Rows 9,Основное силовое упражнение для развития мышечной силы и выносливости. Тяга 9 является ключевым элементом тренировочной программы.,Мышцы кора,strength,intermediate,"[""Сила"", ""Выносливость"", ""Основная тренировка"", ""Мышечная масса""]",main
main_133,Присед-прыжок 9,Jump Squats 9,Основное силовое упражнение для развития мышечной силы и выносливости. Присед-прыжок 9 является ключевым элементом тренировочной программы.,Мышцы кора,strength,intermediate,"[""Сила"", ""Выносливость"", ""Основная тренировка"", ""Мышечная масса""]",main
main_134,Выпад-прыжок 9,Jumping Lunges 9,Основное силовое упражнение для развития мышечной силы и выносливости. Выпад-прыжок 9 является ключевым элементом тренировочной программы.,Мышцы кора,strength,intermediate,"[""Сила"", ""Выносливость"", ""Основная тренировка"", ""Мышечная масса""]",main
main_135,Подъем на носки 9,Calf Raises 9,Основное силовое упражнение для развития мышечной силы и выносливости. Подъем на носки 9 является ключевым элементом тренировочной программы.,Мышцы кора,strength,intermediate,"[""Сила"", ""Выносливость"", ""Основная тренировка"", ""Мышечная масса""]",main
main_136,Приседания 10,Squats 10,Основное силовое упражнение для развития мышечной силы и выносливости. Приседания 10 является ключевым элементом тренировочной программы.,Мышцы кора,strength,intermediate,"[""Сила"", ""Выносливость"", ""Основная тренировка"", ""Мышечная масса""]",main
main_137,Отжимания 10,Push-ups 10,Основное силовое упражнение для развития мышечной силы и выносливости. Отжимания 10 является ключевым элементом тренировочной программы.,Мышцы кора,strength,intermediate,"[""Сила"", ""Выносливость"", ""Основная тренировка"", ""Мышечная масса""]",main
main_138,Выпады 10,Lunges 10,Основное силовое упражнение для развития мышечной силы и выносливости. Выпады 10 является ключевым элементом тренировочной программы.,Мышцы кора,strength,intermediate,"[""Сила"", ""Выносливость"", ""Основная тренировка"", ""Мышечная масса""]",main
main_139,Планка 10,Plank 10,Основное силовое упражнение для развития мышечной силы и выносливости. Планка 10 является ключевым элементом тренировочной программы.,Мышцы кора,strength,intermediate,"[""Сила"", ""Выносливость"", ""Основная тренировка"", ""Мышечная масса""]",main
main_140,Мостик 10,Glute Bridge 10,Основное силовое упражнение для развития мышечной силы и выносливости. Мостик 10 является ключевым элементом тренировочной программы.,Мышцы кора,strength,intermediate,"[""Сила"", ""Выносливость"", ""Основная тренировка"", ""Мышечная масса""]",main
main_141,Подъемы ног 10,Leg Raises 10,Основное силовое упражнение для развития мышечной силы и выносливости. Подъемы ног 10 является ключевым элементом тренировочной программы.,Мышцы кора,strength,intermediate,"[""Сила"", ""Выносливость"", ""Основная тренировка"", ""Мышечная масса""]",main
main_142,Скручивания 10,Crunches 10,Основное силовое упражнение для развития мышечной силы и выносливости. Скручивания 10 является ключевым элементом тренировочной программы.,Мышцы кора,strength,intermediate,"[""Сила"", ""Выносливость"", ""Основная тренировка"", ""Мышечная масса""]",main
main_143,Супермен 10,Superman 10,Основное силовое упражнение для развития мышечной силы и выносливости. Супермен 10 является ключевым элементом тренировочной программы.,Мышцы кора,strength,intermediate,"[""Сила"", ""Выносливость"", ""Основная тренировка"", ""Мышечная масса""]",main
main_144,Подтягивания 10,Pull-ups 10,Основное силовое упражнение для развития мышечной силы и выносливости. Подтягивания 10 является ключевым элементом тренировочной программы.,Мышцы кора,strength,intermediate,"[""Сила"", ""Выносливость"", ""Основная тренировка"", ""Мышечная масса""]",main
main_145,Берпи 10,Burpees 10,Основное силовое упражнение для развития мышечной силы и выносливости. Берпи 10 является ключевым элементом тренировочной программы.,Мышцы кора,strength,intermediate,"[""Сила"", ""Выносливость"", ""Основная тренировка"", ""Мышечная масса""]",main
relaxation_01,Растяжка спины,Back Stretch,Упражнение на растяжку и расслабление для восстановления после тренировки. Растяжка спины помогает снять напряжение и улучшить гибкость.,Все тело,flexibility,beginner,"[""Растяжка"", ""Расслабление"", ""Восстановление"", ""Гибкость""]",relaxation
relaxation_02,Растяжка ног,Leg Stretch,Упражнение на растяжку и расслабление для восстановления после тренировки. Растяжка ног помогает снять напряжение и улучшить гибкость.,Все тело,flexibility,beginner,"[""Растяжка"", ""Расслабление"", ""Восстановление"", ""Гибкость""]",relaxation
relaxation_03,Растяжка плеч,Shoulder Stretch,Упражнение на растяжку и расслабление для восстановления после тренировки. Растяжка плеч помогает снять напряжение и улучшить гибкость.,Все тело,flexibility,beginner,"[""Растяжка"", ""Расслабление"", ""Восстановление"", ""Гибкость""]",relaxation
relaxation_04,Растяжка груди,Chest Stretch,Упражнение на растяжку и расслабление для восстановления после тренировки. Растяжка груди помогает снять напряжение и улучшить гибкость.,Все тело,flexibility,beginner,"[""Растяжка"", ""Расслабление"", ""Восстановление"", ""Гибкость""]",relaxation
relaxation_05,Растяжка бедер,Hip Stretch,Упражнение на растяжку и расслабление для восстановления после тренировки. Растяжка бедер помогает снять напряжение и улучшить гибкость.,Все тело,flexibility,beginner,"[""Растяжка"", ""Расслабление"", ""Восстановление"", ""Гибкость""]",relaxation
relaxation_06,Поза ребенка,Child's Pose,Упражнение на растяжку и расслабление для восстановления после тренировки. Поза ребенка помогает снять напряжение и улучшить гибкость.,Все тело,flexibility,beginner,"[""Растяжка"", ""Расслабление"", ""Восстановление"", ""Гибкость""]",relaxation
relaxation_07,Скручивание,Spinal Twist,Упражнение на растяжку и расслабление для восстановления после тренировки. Скручивание помогает снять напряжение и улучшить гибкость.,Все тело,flexibility,beginner,"[""Растяжка"", ""Расслабление"", ""Восстановление"", ""Гибкость""]",relaxation
relaxation_08,Расслабление,Relaxation Pose,Упражнение на растяжку и расслабление для восстановления после тренировки. Расслабление помогает снять напряжение и улучшить гибкость.,Все тело,flexibility,beginner,"[""Растяжка"", ""Расслабление"", ""Восстановление"", ""Гибкость""]",relaxation
relaxation_09,Медитативная растяжка,Meditative Stretch,Упражнение на растяжку и расслабление для восстановления после тренировки. Медитативная растяжка помогает снять напряжение и улучшить гибкость.,Все тело,flexibility,beginner,"[""Растяжка"", ""Расслабление"", ""Восстановление"", ""Гибкость""]",relaxation
relaxation_10,Восстановление,Recovery Stretch,Упражнение на растяжку и расслабление для восстановления после тренировки. Восстановление помогает снять напряжение и улучшить гибкость.,Все тело,flexibility,beginner,"[""Растяжка"", ""Расслабление"", ""Восстановление"", ""Гибкость""]",relaxation
relaxation_11,Растяжка спины 2,Back Stretch 2,Упражнение на растяжку и расслабление для восстановления после тренировки. Растяжка спины 2 помогает снять напряжение и улучшить гибкость.,Все тело,flexibility,beginner,"[""Растяжка"", ""Расслабление"", ""Восстановление"", ""Гибкость""]",relaxation
relaxation_12,Растяжка ног 2,Leg Stretch 2,Упражнение на растяжку и расслабление для восстановления после тренировки. Растяжка ног 2 помогает снять напряжение и улучшить гибкость.,Все тело,flexibility,beginner,"[""Растяжка"", ""Расслабление"", ""Восстановление"", ""Гибкость""]",relaxation
relaxation_13,Растяжка плеч 2,Shoulder Stretch 2,Упражнение на растяжку и расслабление для восстановления после тренировки. Растяжка плеч 2 помогает снять напряжение и улучшить гибкость.,Все тело,flexibility,beginner,"[""Растяжка"", ""Расслабление"", ""Восстановление"", ""Гибкость""]",relaxation
relaxation_14,Растяжка груди 2,Chest Stretch 2,Упражнение на растяжку и расслабление для восстановления после тренировки. Растяжка груди 2 помогает снять напряжение и улучшить гибкость.,Все тело,flexibility,beginner,"[""Растяжка"", ""Расслабление"", ""Восстановление"", ""Гибкость""]",relaxation
relaxation_15,Растяжка бедер 2,Hip Stretch 2,Упражнение на растяжку и расслабление для восстановления после тренировки. Растяжка бедер 2 помогает снять напряжение и улучшить гибкость.,Все тело,flexibility,beginner,"[""Растяжка"", ""Расслабление"", ""Восстановление"", ""Гибкость""]",relaxation
relaxation_16,Поза ребенка 2,Child's Pose 2,Упражнение на растяжку и расслабление для восстановления после тренировки. Поза ребенка 2 помогает снять напряжение и улучшить гибкость.,Все тело,flexibility,beginner,"[""Растяжка"", ""Расслабление"", ""Восстановление"", ""Гибкость""]",relaxation
relaxation_17,Скручивание 2,Spinal Twist 2,Упражнение на растяжку и расслабление для восстановления после тренировки. Скручивание 2 помогает снять напряжение и улучшить гибкость.,Все тело,flexibility,beginner,"[""Растяжка"", ""Расслабление"", ""Восстановление"", ""Гибкость""]",relaxation
relaxation_18,Расслабление 2,Relaxation Pose 2,Упражнение на растяжку и расслабление для восстановления после тренировки. Расслабление 2 помогает снять напряжение и улучшить гибкость.,Все тело,flexibility,beginner,"[""Растяжка"", ""Расслабление"", ""Восстановление"", ""Гибкость""]",relaxation
relaxation_19,Медитативная растяжка 2,Meditative Stretch 2,Упражнение на растяжку и расслабление для восстановления после тренировки. Медитативная растяжка 2 помогает снять напряжение и улучшить гибкость.,Все тело,flexibility,beginner,"[""Растяжка"", ""Расслабление"", ""Восстановление"", ""Гибкость""]",relaxation
relaxation_20,Восстановление 2,Recovery Stretch 2,Упражнение на растяжку и расслабление для восстановления после тренировки. Восстановление 2 помогает снять напряжение и улучшить гибкость.,Все тело,flexibility,beginner,"[""Растяжка"", ""Расслабление"", ""Восстановление"", ""Гибкость""]",relaxation
relaxation_21,Растяжка спины 3,Back Stretch 3,Упражнение на растяжку и расслабление для восстановления после тренировки. Растяжка спины 3 помогает снять напряжение и улучшить гибкость.,Все тело,flexibility,beginner,"[""Растяжка"", ""Расслабление"", ""Восстановление"", ""Гибкость""]",relaxation
relaxation_22,Растяжка ног 3,Leg Stretch 3,Упражнение на растяжку и расслабление для восстановления после тренировки. Растяжка ног 3 помогает снять напряжение и улучшить гибкость.,Все тело,flexibility,beginner,"[""Растяжка"", ""Расслабление"", ""Восстановление"", ""Гибкость""]",relaxation
relaxation_23,Растяжка плеч 3,Shoulder Stretch 3,Упражнение на растяжку и расслабление для восстановления после тренировки. Растяжка плеч 3 помогает снять напряжение и улучшить гибкость.,Все тело,flexibility,beginner,"[""Растяжка"", ""Расслабление"", ""Восстановление"", ""Гибкость""]",relaxation
relaxation_24,Растяжка груди 3,Chest Stretch 3,Упражнение на растяжку и расслабление для восстановления после тренировки. Растяжка груди 3 помогает снять напряжение и улучшить гибкость.,Все тело,flexibility,beginner,"[""Растяжка"", ""Расслабление"", ""Восстановление"", ""Гибкость""]",relaxation
relaxation_25,Растяжка бедер 3,Hip Stretch 3,Упражнение на растяжку и расслабление для восстановления после тренировки. Растяжка бедер 3 помогает снять напряжение и улучшить гибкость.,Все тело,flexibility,beginner,"[""Растяжка"", ""Расслабление"", ""Восстановление"", ""Гибкость""]",relaxation
